date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:28:12	1367964/1367964	---MC-	200	added ('OK')	image/jpeg	etag:%22d5bdc29a411341315a4b02f4d1a60c75%22	https://framerusercontent.com/images/odx6cWu9xZHCefb2dQE6zEJfUa4.jpg?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/odx6cWu9xZHCefb2dQE6zEJfUa49ae5.jpg	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:12	119695/119695	---MC-	200	added ('OK')	image/gif	etag:%2251a7c7b684608cc6cd16f6e90c3a47e4%22	https://framerusercontent.com/images/UEljn9VLgXvwVC7Nju2HvOrEeW8.gif?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/UEljn9VLgXvwVC7Nju2HvOrEeW8bf23.gif	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:12	308495/308495	---MC-	200	added ('OK')	image/jpeg	etag:%22ef94d9588f71edff90888c4a7ee23eb0%22	https://framerusercontent.com/images/juc9IkqenDBeZCF5jmmjCNs3rtY.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/juc9IkqenDBeZCF5jmmjCNs3rtYbf23.jpg	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:13	100114/100114	---MC-	200	added ('OK')	image/jpeg	etag:%2224c7d7b398a3ae724ad7ddf2130fce33%22	https://framerusercontent.com/images/5CEc7G1qv7HMLSYx6YQfKA8FnE.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/5CEc7G1qv7HMLSYx6YQfKA8FnEbf23.jpg	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:13	4794/4794	---MC-	200	added ('OK')	image/png	etag:%22f290163a35bf40bdffe2a8d5f54420ef%22	https://framerusercontent.com/images/z9dYOS6lBJsDRdUuwYXnv98KA.png	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/z9dYOS6lBJsDRdUuwYXnv98KA.png	(from https://superfluous-kimchi-689705.framer.app/flaws)
05:28:13	14193/14193	---MC-	200	added ('OK')	image/jpeg	etag:%22025edd9398f2294fedd40ba28237d1ce%22	https://framerusercontent.com/images/z2ZS0Ay7leyA7q6IuzRheiX6LM.jpeg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/z2ZS0Ay7leyA7q6IuzRheiX6LM.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:13	11574/11574	---MC-	200	added ('OK')	image/jpeg	etag:%2215213298b0a223492c85b825abaa519e%22	https://framerusercontent.com/images/CxNcR21mCZr79zMroYZUzcIFp4o.jpeg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/CxNcR21mCZr79zMroYZUzcIFp4o.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:14	9906/9906	---MC-	200	added ('OK')	image/jpeg	etag:%22fd1d7484b21486c3dd2a0f04571c83ca%22	https://framerusercontent.com/images/oUlY1rHSIy8xSZdZrM8f4CXs.jpeg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/oUlY1rHSIy8xSZdZrM8f4CXs.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:14	525880/525880	---MC-	200	added ('OK')	image/jpeg	etag:%22eeaf05618a0cd7d8fcea585b6eacd0e0%22	https://framerusercontent.com/images/BvPslLH5UeioPStULxhjGyjgqk.jpg?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/BvPslLH5UeioPStULxhjGyjgqk9ae5.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:14	207156/207156	---MC-	200	added ('OK')	image/jpeg	etag:%22a2a87e0727e0f8127e1e9c140737e9fe%22	https://framerusercontent.com/images/Kt4yv8XIYiSnS4rvlsf3IMmmsmQ.jpg?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/Kt4yv8XIYiSnS4rvlsf3IMmmsmQ9ae5.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:14	501900/501900	---MC-	200	added ('OK')	image/jpeg	etag:%229e0ce788a4dafedfef802780f221520b%22	https://framerusercontent.com/images/5IKbsg2xRFzrlwdGX5I0FJC9O0.jpg?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/5IKbsg2xRFzrlwdGX5I0FJC9O09ae5.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:14	27149/27149	---MC-	200	added ('OK')	image/png	etag:%225fea695a3493d06f772f05e1e78c47fb%22	https://framerusercontent.com/images/9VSPPVvNziVwoWPbTfikBG3ROo.png?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/9VSPPVvNziVwoWPbTfikBG3ROobf23.png	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:15	10259/10259	---MC-	200	added ('OK')	image/png	etag:%229fedb8d382f980bca44f43586985e2d0%22	https://framerusercontent.com/images/MFrqKJ28isO1nGoEuNf82UVfY.png?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/MFrqKJ28isO1nGoEuNf82UVfYbf23.png	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:15	27090/27090	---MC-	200	added ('OK')	image/png	etag:%22a8838addf8217f4f0ba518fd2aa1efa7%22	https://framerusercontent.com/images/3qMyIKRepmcSHL7vgK3pna1ybzQ.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/3qMyIKRepmcSHL7vgK3pna1ybzQ17f5.png	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:15	12199/12199	---MC-	200	added ('OK')	image/jpeg	etag:%22db8f78fcf3985737b40f23ad506c8c7b%22	https://framerusercontent.com/images/ONmb9hhJhKUvxcVm51hYS4zpw.jpeg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/ONmb9hhJhKUvxcVm51hYS4zpw.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:15	10382/10382	---MC-	200	added ('OK')	image/jpeg	etag:%2240ed54ec985a00eca1f5b70b8dd78f4d%22	https://framerusercontent.com/images/JbdPlUHf5rBTejJdVzwqct2Hak.jpeg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/JbdPlUHf5rBTejJdVzwqct2Hak.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:16	12869/12869	---MC-	200	added ('OK')	image/jpeg	etag:%22966171e6cad78a2eebbc7a0196bdb7c2%22	https://framerusercontent.com/images/CXbymvoBPqO8PuqIJvjWZy1ufY.jpeg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/CXbymvoBPqO8PuqIJvjWZy1ufY.jpg	(from https://superfluous-kimchi-689705.framer.app/synesthesia)
05:28:16	81142/81142	---MC-	200	added ('OK')	image/png	etag:%22912a6159520e1b570b544fd8dab189af%22	https://framerusercontent.com/images/3VrcNyk5eXPTcLr0qWZh9o0bPw.png?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/3VrcNyk5eXPTcLr0qWZh9o0bPwbf23.png	(from https://superfluous-kimchi-689705.framer.app/dassaiwlp)
05:28:16	526542/526542	---MC-	200	added ('OK')	image/jpeg	etag:%221a4896c2b32bb03ecfff5bb6943307bc%22	https://framerusercontent.com/images/RKoNfb6kndlLt1UpqOfEB0boA.jpg?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/RKoNfb6kndlLt1UpqOfEB0boA9ae5.jpg	(from https://superfluous-kimchi-689705.framer.app/dassaiwlp)
05:28:16	698759/698759	---MC-	200	added ('OK')	image/jpeg	etag:%22300e8043aae5d8c3ef5176b93a7e51a8%22	https://framerusercontent.com/images/Vh44pb0FavLmrh7J28KCLwOGcGY.jpg?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/Vh44pb0FavLmrh7J28KCLwOGcGY9ae5.jpg	(from https://superfluous-kimchi-689705.framer.app/dassaiwlp)
05:28:16	297088/297088	---MC-	200	added ('OK')	image/jpeg	etag:%2228d7631ee44ddeff646ba9da7fbeef68%22	https://framerusercontent.com/images/9KiJk0Bcbt5EEkVXtQE2W6mvE.jpg?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/9KiJk0Bcbt5EEkVXtQE2W6mvE9ae5.jpg	(from https://superfluous-kimchi-689705.framer.app/dassaiwlp)
05:28:17	543913/543913	---MC-	200	added ('OK')	image/jpeg	etag:%229738836e4354e29fe224faa2ab033ab6%22	https://framerusercontent.com/images/q98nMTHilT9xT8qhoHGlk0pKQs.jpg?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/q98nMTHilT9xT8qhoHGlk0pKQs9ae5.jpg	(from https://superfluous-kimchi-689705.framer.app/dassaiwlp)
05:28:17	8008/8008	---MC-	200	added ('OK')	image/png	etag:%224d263508e19683c9492812f6bd43f4eb%22	https://framerusercontent.com/images/wQvTOCKUkUg5JxiFrFq4Je5Y2EM.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/wQvTOCKUkUg5JxiFrFq4Je5Y2EM17f5.png	(from https://superfluous-kimchi-689705.framer.app/blind)
05:28:17	32332/32332	---MC-	200	added ('OK')	image/png	etag:%22fda2e043490a28e331fd0afb4cf5b344%22	https://framerusercontent.com/images/L3eeFLVUL81D5pERbcO62XkFqg.png	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/L3eeFLVUL81D5pERbcO62XkFqg.png	(from https://superfluous-kimchi-689705.framer.app/avantminuit)
05:28:18	2514953/2514953	---MC-	200	added ('OK')	image/jpeg	etag:%2211e8d1e712c368c3399eef0a8d05544a%22	https://framerusercontent.com/images/4vFcMdhiiFWJ1NgzH37UOoOdAgg.jpg?scale-down-to=4096	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/4vFcMdhiiFWJ1NgzH37UOoOdAgga3fc.jpg	(from https://superfluous-kimchi-689705.framer.app/avantminuit)
05:28:18	2638601/2638601	---MC-	200	added ('OK')	image/jpeg	etag:%22d2b58b67858e3ac355ceae9a5df55dda%22	https://framerusercontent.com/images/0uImb9OtSrpi9vbjegxEWpzoSY.jpg?scale-down-to=4096	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/0uImb9OtSrpi9vbjegxEWpzoSYa3fc.jpg	(from https://superfluous-kimchi-689705.framer.app/avantminuit)
05:28:18	3289340/3289340	---MC-	200	added ('OK')	image/jpeg	etag:%224a771596c7eb4700a9a46248a8a8de17%22	https://framerusercontent.com/images/14SylueKaeCoicd77eg25Cx71d4.jpg?scale-down-to=4096	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/14SylueKaeCoicd77eg25Cx71d4a3fc.jpg	(from https://superfluous-kimchi-689705.framer.app/avantminuit)
05:28:18	82481/82481	---MC-	200	added ('OK')	image/png	etag:%22766214a2f32ada1f7a6a4510096aefeb%22	https://framerusercontent.com/images/e0ygSBjPDuoxeHkcTKj4BGJF1rY.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/e0ygSBjPDuoxeHkcTKj4BGJF1rY17f5.png	(from https://superfluous-kimchi-689705.framer.app/avantminuit)
05:28:18	93491/93491	---MC-	200	added ('OK')	image/png	etag:%223fc25db3e52ae7832cea9d72c2cea7a4%22	https://framerusercontent.com/images/naoeCCjSc7QPS5qpWGMWUIEic.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/naoeCCjSc7QPS5qpWGMWUIEic17f5.png	(from https://superfluous-kimchi-689705.framer.app/avantminuit)
05:28:19	50577/50577	---MC-	200	added ('OK')	image/png	etag:%223f3268bbbba2c10bd883753c399f996c%22	https://framerusercontent.com/images/2d7nhRh2c1ej8FNOuKwOl4jmg.png	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/2d7nhRh2c1ej8FNOuKwOl4jmg.png	(from https://superfluous-kimchi-689705.framer.app/avantminuit)
05:28:19	753558/753558	---MC-	200	added ('OK')	image/png	etag:%22e380d1deee4ed6f183f5553982d0549b%22	https://framerusercontent.com/images/cSzu4zYP6ooFw4BKoFkOm1bLY4M.png?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/cSzu4zYP6ooFw4BKoFkOm1bLY4M9ae5.png	(from https://superfluous-kimchi-689705.framer.app/avantminuit)
